table_name,status,n_rows,n_cols,profile,institution,report_date,missing_pct,encoding_issues,date_parse_errors,type_coercion_warnings,error,evidence_quality_file,classificacao_formacao,classificacao_confidence,n_linhas,n_colunas,status_tratamento,perfil,score_utilidade_preditiva,canonical_table,content_hash,is_duplicate,file_size,treated_exists,flag_revisao
001_2011_08_agosto_previsão_de_conclusão_e_entrega_far_modelo,treated,71,15,colunar_denso,unknown,2011-08-01,4.788732394366197,,,,,/home/juan-pablo/CIDADES/data-application-cidades/data-science/dados-historicos-tratamento/data/_qualidade_202606281215_perfil_cidades_dados_historicos.csv,cabecalho_composto_1,high,33,15,tratado,colunar_denso,6,001_2011_08_agosto_previsão_de_conclusão_e_entrega_far_modelo,1079531e793f35257f5d03b1a87c1ae0,false,76,False,institution_unknown;
001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012,error,0,0,sub_tabelas_1,,,0.0,,,,Identifier '_001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012' exceeds maximum length of 63 characters,/home/juan-pablo/CIDADES/data-application-cidades/data-science/dados-historicos-tratamento/data/_qualidade_202606281215_perfil_cidades_dados_historicos.csv,sub_tabelas_1,high,170,8,tratado,sub_tabelas_1,0,001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012,15b3d393766ac87369e54837bbb8cb58,false,536,False,status_error;zero_rows;zero_cols;institution_unknown;report_date_missing;
001_2012_10_outubro_20121009_bases_relatório_executivo_0910201,treated,18244,40,colunar_denso,unknown,2012-10-01,4.992874369655778,,,,,/home/juan-pablo/CIDADES/data-application-cidades/data-science/dados-historicos-tratamento/data/_qualidade_202606281215_perfil_cidades_dados_historicos.csv,bem_formada,high,200,38,tratado,colunar_denso,8,001_2012_10_outubro_20121009_bases_relatório_executivo_0910201,79689932e388e2be45c08f6902275509,false,18244,False,institution_unknown;
001_2012_10_outubro_20121009_bases_relatório_executivo_1610201,treated,18352,40,colunar_denso,unknown,2012-10-01,4.993188753269399,,,,,/home/juan-pablo/CIDADES/data-application-cidades/data-science/dados-historicos-tratamento/data/_qualidade_202606281215_perfil_cidades_dados_historicos.csv,bem_formada,high,200,38,tratado,colunar_denso,8,001_2012_10_outubro_20121009_bases_relatório_executivo_1610201,a86658a778d7549fb123befc0e64847c,false,18352,False,institution_unknown;
011_12_dezembro_pmcmv_relatorio_executivo_31122011_base___cópi,treated,7032,14,colunar_denso,unknown,,7.142857142857142,,,,,/home/juan-pablo/CIDADES/data-application-cidades/data-science/dados-historicos-tratamento/data/_qualidade_202606281215_perfil_cidades_dados_historicos.csv,bem_formada,high,200,14,tratado,colunar_denso,3,011_12_dezembro_pmcmv_relatorio_executivo_31122011_base___cópi,baba95ad71b407d5bb98a392475983ad,false,7032,False,institution_unknown;report_date_missing;
018_int040_ministeriocidades_far_caixa_empreendimentos_20181001,error,0,0,bem_formada,,,0.0,,,,Identifier '_018_int040_ministeriocidades_far_caixa_empreendimentos_20181001' exceeds maximum length of 63 characters,/home/juan-pablo/CIDADES/data-application-cidades/data-science/dados-historicos-tratamento/data/_qualidade_202606281215_perfil_cidades_dados_historicos.csv,bem_formada,medium,200,39,tratado,colunar_denso,9,018_int040_ministeriocidades_far_caixa_empreendimentos_20181001,d4a4f850f5581bf13d31151234ca213f,false,8224,False,status_error;zero_rows;zero_cols;institution_unknown;report_date_missing;
024_10_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,error,0,0,bem_formada,,,0.0,,,,Identifier '_024_10_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb' exceeds maximum length of 63 characters,/home/juan-pablo/CIDADES/data-application-cidades/data-science/dados-historicos-tratamento/data/_qualidade_202606281215_perfil_cidades_dados_historicos.csv,bem_formada,high,200,10,tratado,event_level,4,024_10_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,967729492f053c9eb651ddb18382e479,false,11724,False,status_error;zero_rows;zero_cols;institution_unknown;report_date_missing;
1_2018_int054_ministeriocidades_far_bb_empreendimentos_20180831,error,0,0,bem_formada,,,0.0,,,,Identifier '_1_2018_int054_ministeriocidades_far_bb_empreendimentos_20180831' exceeds maximum length of 63 characters,/home/juan-pablo/CIDADES/data-application-cidades/data-science/dados-historicos-tratamento/data/_qualidade_202606281215_perfil_cidades_dados_historicos.csv,bem_formada,high,200,32,tratado,colunar_denso,10,1_2018_int054_ministeriocidades_far_bb_empreendimentos_20180831,56e85a2a11749d21d85932baa0704f59,false,404,False,status_error;zero_rows;zero_cols;institution_unknown;report_date_missing;
202402_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,error,0,0,bem_formada,,,0.0,,,,Identifier '_202402_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb' exceeds maximum length of 63 characters,/home/juan-pablo/CIDADES/data-application-cidades/data-science/dados-historicos-tratamento/data/_qualidade_202606281215_perfil_cidades_dados_historicos.csv,bem_formada,high,200,10,tratado,event_level,4,202402_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,0a229f72f2f5564c895822079ba00a2d,false,11818,False,status_error;zero_rows;zero_cols;institution_unknown;report_date_missing;
202406_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,error,0,0,bem_formada,,,0.0,,,,Identifier '_202406_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb' exceeds maximum length of 63 characters,/home/juan-pablo/CIDADES/data-application-cidades/data-science/dados-historicos-tratamento/data/_qualidade_202606281215_perfil_cidades_dados_historicos.csv,bem_formada,high,200,10,tratado,event_level,4,202406_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,9955591d1a629211935cfa7908e17266,false,11654,False,status_error;zero_rows;zero_cols;institution_unknown;report_date_missing;
202407_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,error,0,0,bem_formada,,,0.0,,,,Identifier '_202407_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb' exceeds maximum length of 63 characters,/home/juan-pablo/CIDADES/data-application-cidades/data-science/dados-historicos-tratamento/data/_qualidade_202606281215_perfil_cidades_dados_historicos.csv,bem_formada,high,200,10,tratado,event_level,4,202407_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,69f356c2c8430dd390f86cd82796d00d,false,11666,False,status_error;zero_rows;zero_cols;institution_unknown;report_date_missing;
202408_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,error,0,0,bem_formada,,,0.0,,,,Identifier '_202408_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb' exceeds maximum length of 63 characters,/home/juan-pablo/CIDADES/data-application-cidades/data-science/dados-historicos-tratamento/data/_qualidade_202606281215_perfil_cidades_dados_historicos.csv,bem_formada,high,200,10,tratado,event_level,4,202408_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,95efeaa4d3edc77f9a9158ac83a7c0e8,false,11676,False,status_error;zero_rows;zero_cols;institution_unknown;report_date_missing;
202409_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,error,0,0,bem_formada,,,0.0,,,,Identifier '_202409_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb' exceeds maximum length of 63 characters,/home/juan-pablo/CIDADES/data-application-cidades/data-science/dados-historicos-tratamento/data/_qualidade_202606281215_perfil_cidades_dados_historicos.csv,bem_formada,high,200,10,tratado,event_level,4,202409_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,1487f2f5d9b3c2b5be2e7396a93c1af1,false,11702,False,status_error;zero_rows;zero_cols;institution_unknown;report_date_missing;
202411_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,error,0,0,bem_formada,,,0.0,,,,Identifier '_202411_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb' exceeds maximum length of 63 characters,/home/juan-pablo/CIDADES/data-application-cidades/data-science/dados-historicos-tratamento/data/_qualidade_202606281215_perfil_cidades_dados_historicos.csv,bem_formada,high,200,10,tratado,event_level,4,202411_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,cb7e5f6953fcbb156d831d0821378029,false,11740,False,status_error;zero_rows;zero_cols;institution_unknown;report_date_missing;
202412_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,error,0,0,bem_formada,,,0.0,,,,Identifier '_202412_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb' exceeds maximum length of 63 characters,/home/juan-pablo/CIDADES/data-application-cidades/data-science/dados-historicos-tratamento/data/_qualidade_202606281215_perfil_cidades_dados_historicos.csv,bem_formada,high,200,10,tratado,event_level,4,202412_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,b7f970377d54032debed0e8c7d7a78f0,false,11762,False,status_error;zero_rows;zero_cols;institution_unknown;report_date_missing;
202501_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,error,0,0,bem_formada,,,0.0,,,,Identifier '_202501_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb' exceeds maximum length of 63 characters,/home/juan-pablo/CIDADES/data-application-cidades/data-science/dados-historicos-tratamento/data/_qualidade_202606281215_perfil_cidades_dados_historicos.csv,bem_formada,high,200,10,tratado,event_level,4,202501_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,74e03c2c614d20642a23f9d3ac7fc24c,false,11790,False,status_error;zero_rows;zero_cols;institution_unknown;report_date_missing;
202503_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,error,0,0,bem_formada,,,0.0,,,,Identifier '_202503_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb' exceeds maximum length of 63 characters,/home/juan-pablo/CIDADES/data-application-cidades/data-science/dados-historicos-tratamento/data/_qualidade_202606281215_perfil_cidades_dados_historicos.csv,bem_formada,high,200,10,tratado,event_level,4,202503_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,e3ecbb65ec5a1d9b0b36127810c365d1,false,11836,False,status_error;zero_rows;zero_cols;institution_unknown;report_date_missing;
202504_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,error,0,0,bem_formada,,,0.0,,,,Identifier '_202504_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb' exceeds maximum length of 63 characters,/home/juan-pablo/CIDADES/data-application-cidades/data-science/dados-historicos-tratamento/data/_qualidade_202606281215_perfil_cidades_dados_historicos.csv,bem_formada,high,200,10,tratado,event_level,4,202504_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,28ead9346510c81906602b50610e24d8,false,11850,False,status_error;zero_rows;zero_cols;institution_unknown;report_date_missing;
202505_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,error,0,0,bem_formada,,,0.0,,,,Identifier '_202505_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb' exceeds maximum length of 63 characters,/home/juan-pablo/CIDADES/data-application-cidades/data-science/dados-historicos-tratamento/data/_qualidade_202606281215_perfil_cidades_dados_historicos.csv,bem_formada,high,200,10,tratado,event_level,4,202505_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,23d7c591cd4cc2526e55637a43fdb009,false,11856,False,status_error;zero_rows;zero_cols;institution_unknown;report_date_missing;
202506_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,error,0,0,bem_formada,,,0.0,,,,Identifier '_202506_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb' exceeds maximum length of 63 characters,/home/juan-pablo/CIDADES/data-application-cidades/data-science/dados-historicos-tratamento/data/_qualidade_202606281215_perfil_cidades_dados_historicos.csv,bem_formada,high,200,10,tratado,event_level,4,202506_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,17b4b600d54dcabab3796f430231378c,false,11860,False,status_error;zero_rows;zero_cols;institution_unknown;report_date_missing;
202507_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,error,0,0,bem_formada,,,0.0,,,,Identifier '_202507_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb' exceeds maximum length of 63 characters,/home/juan-pablo/CIDADES/data-application-cidades/data-science/dados-historicos-tratamento/data/_qualidade_202606281215_perfil_cidades_dados_historicos.csv,bem_formada,high,200,10,tratado,event_level,4,202507_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,6c79e56b3347e03d7aff587fbf6bfabd,false,11868,False,status_error;zero_rows;zero_cols;institution_unknown;report_date_missing;
202508_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,error,0,0,bem_formada,,,0.0,,,,Identifier '_202508_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb' exceeds maximum length of 63 characters,/home/juan-pablo/CIDADES/data-application-cidades/data-science/dados-historicos-tratamento/data/_qualidade_202606281215_perfil_cidades_dados_historicos.csv,bem_formada,high,200,10,tratado,event_level,4,202508_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,d669a7332777bc8c8e612afedb56e72b,false,11870,False,status_error;zero_rows;zero_cols;institution_unknown;report_date_missing;
202509_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,error,0,0,bem_formada,,,0.0,,,,Identifier '_202509_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb' exceeds maximum length of 63 characters,/home/juan-pablo/CIDADES/data-application-cidades/data-science/dados-historicos-tratamento/data/_qualidade_202606281215_perfil_cidades_dados_historicos.csv,bem_formada,high,200,10,tratado,event_level,4,202509_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,3fb9625d6f62fb09b7f9f6f2ec8ab6bb,false,11878,False,status_error;zero_rows;zero_cols;institution_unknown;report_date_missing;
202510_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,error,0,0,bem_formada,,,0.0,,,,Identifier '_202510_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb' exceeds maximum length of 63 characters,/home/juan-pablo/CIDADES/data-application-cidades/data-science/dados-historicos-tratamento/data/_qualidade_202606281215_perfil_cidades_dados_historicos.csv,bem_formada,high,200,10,tratado,event_level,4,202510_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,cfe2964089bfadb8013a89bfb1462994,false,11882,False,status_error;zero_rows;zero_cols;institution_unknown;report_date_missing;
202511_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,error,0,0,bem_formada,,,0.0,,,,Identifier '_202511_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb' exceeds maximum length of 63 characters,/home/juan-pablo/CIDADES/data-application-cidades/data-science/dados-historicos-tratamento/data/_qualidade_202606281215_perfil_cidades_dados_historicos.csv,bem_formada,high,200,10,tratado,event_level,4,202511_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,c4ab8c5e4222064bd714fb8992eaea39,false,11884,False,status_error;zero_rows;zero_cols;institution_unknown;report_date_missing;
202602_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,error,0,0,bem_formada,,,0.0,,,,Identifier '_202602_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb' exceeds maximum length of 63 characters,/home/juan-pablo/CIDADES/data-application-cidades/data-science/dados-historicos-tratamento/data/_qualidade_202606281215_perfil_cidades_dados_historicos.csv,bem_formada,high,200,10,tratado,event_level,4,202602_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,c0b7c8fa75e4cf192a98aee8b2e55e18,false,11898,False,status_error;zero_rows;zero_cols;institution_unknown;report_date_missing;
202603_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,error,0,0,bem_formada,,,0.0,,,,Identifier '_202603_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb' exceeds maximum length of 63 characters,/home/juan-pablo/CIDADES/data-application-cidades/data-science/dados-historicos-tratamento/data/_qualidade_202606281215_perfil_cidades_dados_historicos.csv,bem_formada,high,200,10,tratado,event_level,4,202603_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,441a1dd4f0918b90530a166a2cdebf8a,false,11906,False,status_error;zero_rows;zero_cols;institution_unknown;report_date_missing;
_001_2012_01_janeiro_pmcmv_relatorio_executivo_31012012_base_bd,treated,8208,14,colunar_denso,unknown,2012-01-01,0.0,,,,,/home/juan-pablo/CIDADES/data-application-cidades/data-science/dados-historicos-tratamento/data/_qualidade_202606281215_perfil_cidades_dados_historicos.csv,bem_formada,high,200,14,tratado,colunar_denso,3,_001_2012_01_janeiro_pmcmv_relatorio_executivo_31012012_base_bd,b4aaa575cd53248a58b0cf8d15c94393,false,8208,False,institution_unknown;
_001_2012_04_abril_2012_04_18_5c_base_contratação_pf_18042012,treated,33914,23,colunar_denso,unknown,2012-04-01,2.760947768139873,,,,,/home/juan-pablo/CIDADES/data-application-cidades/data-science/dados-historicos-tratamento/data/_qualidade_202606281215_perfil_cidades_dados_historicos.csv,bem_formada,high,200,23,tratado,colunar_denso,3,_001_2012_04_abril_2012_04_18_5c_base_contratação_pf_18042012,1de97b16c55444c2e55ca0aa12d225a6,false,33914,False,institution_unknown;
_001_2012_11_novembro_sintese_20121128_evento_1_milhao_entregas,treated,48,12,sub_tabelas_2,unknown,2012-11-01,28.819444444444443,0,0,0,,/home/juan-pablo/CIDADES/data-application-cidades/data-science/dados-historicos-tratamento/data/_qualidade_202606281215_perfil_cidades_dados_historicos.csv,sub_tabelas_2,high,24,12,tratado,sub_tabelas_2,0,_001_2012_11_novembro_sintese_20121128_evento_1_milhao_entregas,273d666179952b4c3ad40335782f360a,false,84,False,institution_unknown;
a_001_2010_09___setembro_2010_contratação_pf_total___06092010,treated,19928,14,colunar_denso,unknown,2010-09-01,0.13907208808854735,,,,,/home/juan-pablo/CIDADES/data-application-cidades/data-science/dados-historicos-tratamento/data/_qualidade_202606281215_perfil_cidades_dados_historicos.csv,bem_formada,high,200,14,tratado,colunar_denso,3,a_001_2010_09___setembro_2010_contratação_pf_total___06092010,90b8540401c8793f9fda118c11c025ca,false,19928,False,institution_unknown;
aixa_001_2013_02___fevereiro_bases_relatório_executivo_1502201,treated,21596,40,colunar_denso,unknown,2013-02-01,5.196101129838859,,,,,/home/juan-pablo/CIDADES/data-application-cidades/data-science/dados-historicos-tratamento/data/_qualidade_202606281215_perfil_cidades_dados_historicos.csv,bem_formada,high,200,39,tratado,colunar_denso,8,aixa_001_2013_02___fevereiro_bases_relatório_executivo_1502201,d4cbe728db8feefa9082a51ba58308b5,false,21596,False,institution_unknown;
aixa_001_2013_02___fevereiro_bases_relatório_executivo_2802201,treated,21896,40,colunar_denso,unknown,2013-02-01,5.221729996346364,,,,,/home/juan-pablo/CIDADES/data-application-cidades/data-science/dados-historicos-tratamento/data/_qualidade_202606281215_perfil_cidades_dados_historicos.csv,bem_formada,high,200,39,tratado,colunar_denso,8,aixa_001_2013_02___fevereiro_bases_relatório_executivo_2802201,2168ce771f24fef45859f930d1958789,false,21896,False,institution_unknown;
aixa_001_2014_12_dezembro_bases_relatório_executivo_31122014_v,treated,36202,40,colunar_denso,unknown,2014-12-01,7.404010828131042,,,,,/home/juan-pablo/CIDADES/data-application-cidades/data-science/dados-historicos-tratamento/data/_qualidade_202606281215_perfil_cidades_dados_historicos.csv,bem_formada,high,200,40,tratado,colunar_denso,10,aixa_001_2014_12_dezembro_bases_relatório_executivo_31122014_v,5f5f0ea65949217a739af66dd8a05c5c,false,36202,False,institution_unknown;
aixa_001_2015_12_dezembro_bases_relatório_executivo_31122015v2,treated,39199,39,colunar_denso,unknown,2015-12-01,7.795070648714875,,,,,/home/juan-pablo/CIDADES/data-application-cidades/data-science/dados-historicos-tratamento/data/_qualidade_202606281215_perfil_cidades_dados_historicos.csv,cabecalho_na_primeira_linha_1,high,199,39,tratado,colunar_denso,10,aixa_001_2015_12_dezembro_bases_relatório_executivo_31122015v2,aa5b44477a667178b4468bf99dec5f4e,false,39200,False,institution_unknown;
aixa_001_2016_02_fevereiro_relatorio_cidades__entregas_20160229,treated,289584,9,event_level,unknown,2016-02-29,0.0,,,,,/home/juan-pablo/CIDADES/data-application-cidades/data-science/dados-historicos-tratamento/data/_qualidade_202606281215_perfil_cidades_dados_historicos.csv,bem_formada,high,200,9,tratado,colunar_denso,3,aixa_001_2016_02_fevereiro_relatorio_cidades__entregas_20160229,4e0fd30baf15b1f7f9bd59e6800690fe,false,289584,False,institution_unknown;
atorio_executivo_30092012_v3_bases_relatório_executivo_3009201,treated,18124,40,colunar_denso,unknown,,7.481240344294858,,,,,/home/juan-pablo/CIDADES/data-application-cidades/data-science/dados-historicos-tratamento/data/_qualidade_202606281215_perfil_cidades_dados_historicos.csv,bem_formada,high,200,38,tratado,colunar_denso,8,atorio_executivo_30092012_v3_bases_relatório_executivo_3009201,7846ec395ad1340c26028ec9fbb451fb,false,18124,False,institution_unknown;report_date_missing;
b_2012_04_abril_cópia_de_rel_min_cidades_valores_25_04_2012_bd,treated,176,16,colunar_denso,unknown,2012-04-01,7.2443181818181825,,,,,/home/juan-pablo/CIDADES/data-application-cidades/data-science/dados-historicos-tratamento/data/_qualidade_202606281215_perfil_cidades_dados_historicos.csv,cabecalho_composto_2,medium,87,16,tratado,colunar_denso,2,b_2012_04_abril_cópia_de_rel_min_cidades_valores_25_04_2012_bd,4873bf05529db4ffa34404fc31c934ab,false,178,False,institution_unknown;
bb_2011_01_janeiro_rel_11jan2011,error,0,0,sub_tabelas_3,,,0.0,,,,"(psycopg2.errors.DuplicateColumn) column ""relatorio_2_total_das_contratacoes_por_uf_regiao_geografica_e_p"" specified more than once

[SQL: 
CREATE TABLE dados_historicos_formatados.bb_2011_01_janeiro_rel_11jan2011 (
	""4926_262140554_47128394"" TEXT, 
	aprovado_cef_meta_r_0 TEXT, 
	aprovado_cef_meta_r_20000000 TEXT, 
	aprovado_cef_quantidade_unidades_0 BIGINT, 
	aprovado_cef_valor_total_0 FLOAT(53), 
	contratacao_total_quantidade_unidades_0 FLOAT(53), 
	contratacao_total_valor_0 FLOAT(53), 
	desligamento_plano_piloto_0 TEXT, 
	desligamento_plano_piloto_meta_r_15750000 TEXT, 
	desligamento_plano_piloto_quantidade_unidades_df BIGINT, 
	desligamento_plano_piloto_total_de_financ_pf_contratados_desligamento_0 FLOAT(53), 
	posicao_contratacao_total TEXT, 
	posicao_contratacao_total_1 FLOAT(53), 
	posicao_contratacao_total_meta FLOAT(53), 
	relatorio_2_total_das_contratacoes_por_uf_regiao_geografica_e_publico_alvo_aprovado_cef_quantidade_unidades FLOAT(53), 
	relatorio_2_total_das_contratacoes_por_uf_regiao_geografica_e_publico_alvo_aprovado_cef_valor_total FLOAT(53), 
	relatorio_2_total_das_contratacoes_por_uf_regiao_geografica_e_publico_alvo_contratacao_total_quantidade_unidades FLOAT(53), 
	relatorio_2_total_das_contratacoes_por_uf_regiao_geografica_e_publico_alvo_contratacao_total_quantidade_unidades_1 FLOAT(53), 
	relatorio_2_total_das_contratacoes_por_uf_regiao_geografica_e_publico_alvo_desligamento_quantidade_unidades FLOAT(53), 
	relatorio_2_total_das_contratacoes_por_uf_regiao_geografica_e_publico_alvo_desligamento_valor_total FLOAT(53), 
	relatorio_2_total_das_contratacoes_por_uf_regiao_geografica_e_publico_alvo_publico_alvo FLOAT(53), 
	relatorio_2_total_das_contratacoes_por_uf_regiao_geografica_e_publico_alvo_uf TEXT, 
	uf_df TEXT, 
	sub_table_index BIGINT, 
	source_table TEXT, 
	report_date TEXT, 
	institution TEXT, 
	profile TEXT
)

]
(Background on this error at: https://sqlalche.me/e/20/f405)",/home/juan-pablo/CIDADES/data-application-cidades/data-science/dados-historicos-tratamento/data/_qualidade_202606281215_perfil_cidades_dados_historicos.csv,sub_tabelas_3,high,151,26,tratado,sub_tabelas_3,1,bb_2011_01_janeiro_rel_11jan2011,82ee497aea1a5823dcf307bc05b1624f,false,322,False,status_error;zero_rows;zero_cols;institution_unknown;report_date_missing;
bb_2011_01_janeiro_rel_25jan2011,error,0,0,sub_tabelas_3,,,0.0,,,,"(psycopg2.errors.DuplicateColumn) column ""relatorio_2_total_das_contratacoes_por_uf_regiao_geografica_e_p"" specified more than once

[SQL: 
CREATE TABLE dados_historicos_formatados.bb_2011_01_janeiro_rel_25jan2011 (
	aprovado_cef_financ_a_producao_pj_e_repasse_meta_r_0 TEXT, 
	aprovado_cef_financ_a_producao_pj_e_repasse_meta_r_20000000 TEXT, 
	aprovado_cef_financ_a_producao_pj_e_repasse_total_financ_pf_0 FLOAT(53), 
	aprovado_cef_financ_a_producao_pj_e_repasse_total_financ_a_producao_pj_0 FLOAT(53), 
	contratacao_total_quantidade_unidades_0 FLOAT(53), 
	contratacao_total_valor_0 FLOAT(53), 
	desligamento_plano_piloto_0 TEXT, 
	desligamento_plano_piloto_meta_r_15750000 TEXT, 
	desligamento_plano_piloto_quantidade_unidades_0 BIGINT, 
	desligamento_plano_piloto_quantidade_unidades_df BIGINT, 
	desligamento_plano_piloto_total_financ_pf_0 FLOAT(53), 
	desligamento_plano_piloto_unid_disponiveis_0 TEXT, 
	desligamento_plano_piloto_unid_disponiveis_0_1 TEXT, 
	desligamento_plano_piloto_unid_financ_pf_0 TEXT, 
	desligamento_plano_piloto_unid_financ_pf_df TEXT, 
	posicao_contratacao_total TEXT, 
	posicao_contratacao_total_1 FLOAT(53), 
	posicao_contratacao_total_2 FLOAT(53), 
	posicao_contratacao_total_3 FLOAT(53), 
	posicao_contratacao_total_4 FLOAT(53), 
	posicao_contratacao_total_5 FLOAT(53), 
	posicao_contratacao_total_6 FLOAT(53), 
	posicao_contratacao_total_meta FLOAT(53), 
	relatorio_2_total_das_contratacoes_por_uf_regiao_geografica_e_publico_alvo_aprovado_cef_quantidade_unidades FLOAT(53), 
	relatorio_2_total_das_contratacoes_por_uf_regiao_geografica_e_publico_alvo_aprovado_cef_valor_total FLOAT(53), 
	relatorio_2_total_das_contratacoes_por_uf_regiao_geografica_e_publico_alvo_contratacao_total_quantidade_unidades FLOAT(53), 
	relatorio_2_total_das_contratacoes_por_uf_regiao_geografica_e_publico_alvo_contratacao_total_quantidade_unidades_1 FLOAT(53), 
	relatorio_2_total_das_contratacoes_por_uf_regiao_geografica_e_publico_alvo_desligamento_quantidade_unidades FLOAT(53), 
	relatorio_2_total_das_contratacoes_por_uf_regiao_geografica_e_publico_alvo_desligamento_valor_total FLOAT(53), 
	relatorio_2_total_das_contratacoes_por_uf_regiao_geografica_e_publico_alvo_publico_alvo FLOAT(53), 
	relatorio_2_total_das_contratacoes_por_uf_regiao_geografica_e_publico_alvo_uf TEXT, 
	uf_df TEXT, 
	sub_table_index BIGINT, 
	source_table TEXT, 
	report_date TEXT, 
	institution TEXT, 
	profile TEXT
)

]
(Background on this error at: https://sqlalche.me/e/20/f405)",/home/juan-pablo/CIDADES/data-application-cidades/data-science/dados-historicos-tratamento/data/_qualidade_202606281215_perfil_cidades_dados_historicos.csv,sub_tabelas_3,high,149,30,tratado,sub_tabelas_3,1,bb_2011_01_janeiro_rel_25jan2011,8e4c886080f5674654bb789d381eb48a,false,316,False,status_error;zero_rows;zero_cols;institution_unknown;report_date_missing;
bb_2011_02_fevereiro_dados_22022011,treated,12,16,colunar_denso,bb,2011-02-01,15.625,,,,,/home/juan-pablo/CIDADES/data-application-cidades/data-science/dados-historicos-tratamento/data/_qualidade_202606281215_perfil_cidades_dados_historicos.csv,cabecalho_na_primeira_linha_2,high,5,15,tratado,colunar_denso,3,bb_2011_02_fevereiro_dados_22022011,54a0ab43e92cf654bb536cd39394cd30,false,32,False,
