tabela_sftp,tabela_dump,campo,tipo_sftp,tipo_dump,match_tipo
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202507_snh_pmcmv_dados_prioritarios_af_caixa_entregas,apf,bigint,text,exato
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202507_snh_pmcmv_dados_prioritarios_af_caixa_entregas,data_de_movimento,text,timestamp without time zone,exato
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202507_snh_pmcmv_dados_prioritarios_af_caixa_entregas,dt_entrega,text,timestamp without time zone,exato
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202507_snh_pmcmv_dados_prioritarios_af_caixa_entregas,qt_uh_entregues,bigint,bigint,exato
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202508_snh_pmcmv_dados_prioritarios_af_caixa_entregas,agente_financeiro,text,text,exato
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202508_snh_pmcmv_dados_prioritarios_af_caixa_entregas,apf,bigint,text,exato
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202508_snh_pmcmv_dados_prioritarios_af_caixa_entregas,data_de_movimento,text,timestamp without time zone,exato
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202508_snh_pmcmv_dados_prioritarios_af_caixa_entregas,dt_entrega,text,timestamp without time zone,exato
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202508_snh_pmcmv_dados_prioritarios_af_caixa_entregas,qt_uh_entregues,bigint,bigint,exato
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202509_snh_pmcmv_dados_prioritarios_af_caixa_entregas,agente_financeiro,text,text,exato
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202509_snh_pmcmv_dados_prioritarios_af_caixa_entregas,apf,bigint,text,exato
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202509_snh_pmcmv_dados_prioritarios_af_caixa_entregas,data_de_movimento,text,timestamp without time zone,exato
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202509_snh_pmcmv_dados_prioritarios_af_caixa_entregas,dt_entrega,text,timestamp without time zone,exato
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202509_snh_pmcmv_dados_prioritarios_af_caixa_entregas,qt_uh_entregues,bigint,bigint,exato
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202510_snh_pmcmv_dados_prioritarios_af_caixa_entregas,agente_financeiro,text,text,exato
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202510_snh_pmcmv_dados_prioritarios_af_caixa_entregas,apf,bigint,text,exato
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202510_snh_pmcmv_dados_prioritarios_af_caixa_entregas,data_de_movimento,text,timestamp without time zone,exato
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202510_snh_pmcmv_dados_prioritarios_af_caixa_entregas,dt_entrega,text,timestamp without time zone,exato
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202510_snh_pmcmv_dados_prioritarios_af_caixa_entregas,qt_uh_entregues,bigint,bigint,exato
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202511_snh_pmcmv_dados_prioritarios_af_caixa_entregas,agente_financeiro,text,text,exato
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202511_snh_pmcmv_dados_prioritarios_af_caixa_entregas,apf,bigint,text,exato
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202511_snh_pmcmv_dados_prioritarios_af_caixa_entregas,data_de_movimento,text,timestamp without time zone,exato
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202511_snh_pmcmv_dados_prioritarios_af_caixa_entregas,dt_entrega,text,timestamp without time zone,exato
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202511_snh_pmcmv_dados_prioritarios_af_caixa_entregas,qt_uh_entregues,bigint,bigint,exato
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202512_snh_pmcmv_dados_prioritarios_af_caixa_entregas,agente_financeiro,text,text,exato
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202512_snh_pmcmv_dados_prioritarios_af_caixa_entregas,apf,bigint,text,exato
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202512_snh_pmcmv_dados_prioritarios_af_caixa_entregas,data_de_movimento,text,timestamp without time zone,exato
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202512_snh_pmcmv_dados_prioritarios_af_caixa_entregas,dt_entrega,text,timestamp without time zone,exato
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202512_snh_pmcmv_dados_prioritarios_af_caixa_entregas,qt_uh_entregues,bigint,bigint,exato
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202601_snh_pmcmv_dados_prioritarios_af_caixa_entregas,agente_financeiro,text,text,exato
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202601_snh_pmcmv_dados_prioritarios_af_caixa_entregas,apf,bigint,text,exato
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202601_snh_pmcmv_dados_prioritarios_af_caixa_entregas,data_de_movimento,text,timestamp without time zone,exato
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202601_snh_pmcmv_dados_prioritarios_af_caixa_entregas,dt_entrega,text,timestamp without time zone,exato
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202601_snh_pmcmv_dados_prioritarios_af_caixa_entregas,qt_uh_entregues,bigint,bigint,exato
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202602_snh_pmcmv_dados_prioritarios_af_caixa_entregas,agente_financeiro,text,text,exato
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202602_snh_pmcmv_dados_prioritarios_af_caixa_entregas,apf,bigint,text,exato
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202602_snh_pmcmv_dados_prioritarios_af_caixa_entregas,data_de_movimento,text,timestamp without time zone,exato
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202602_snh_pmcmv_dados_prioritarios_af_caixa_entregas,dt_entrega,text,timestamp without time zone,exato
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202602_snh_pmcmv_dados_prioritarios_af_caixa_entregas,qt_uh_entregues,bigint,bigint,exato
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202603_snh_pmcmv_dados_prioritarios_af_caixa_entregas,agente_financeiro,text,text,exato
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202603_snh_pmcmv_dados_prioritarios_af_caixa_entregas,apf,bigint,text,exato
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202603_snh_pmcmv_dados_prioritarios_af_caixa_entregas,data_de_movimento,text,timestamp without time zone,exato
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202603_snh_pmcmv_dados_prioritarios_af_caixa_entregas,dt_entrega,text,timestamp without time zone,exato
gefus_202602_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202603_snh_pmcmv_dados_prioritarios_af_caixa_entregas,qt_uh_entregues,bigint,bigint,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202406_snh_pmcmv_dados_prioritarios_af_caixa_entregas,agente_financeiro,text,text,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202406_snh_pmcmv_dados_prioritarios_af_caixa_entregas,apf,bigint,text,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202406_snh_pmcmv_dados_prioritarios_af_caixa_entregas,data_de_movimento,text,timestamp without time zone,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202406_snh_pmcmv_dados_prioritarios_af_caixa_entregas,dt_entrega,text,timestamp without time zone,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202406_snh_pmcmv_dados_prioritarios_af_caixa_entregas,qt_uh_entregues,bigint,bigint,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202407_snh_pmcmv_dados_prioritarios_af_caixa_entregas,agente_financeiro,text,text,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202407_snh_pmcmv_dados_prioritarios_af_caixa_entregas,apf,bigint,text,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202407_snh_pmcmv_dados_prioritarios_af_caixa_entregas,data_de_movimento,text,timestamp without time zone,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202407_snh_pmcmv_dados_prioritarios_af_caixa_entregas,dt_entrega,text,timestamp without time zone,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202407_snh_pmcmv_dados_prioritarios_af_caixa_entregas,qt_uh_entregues,bigint,bigint,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202409_snh_pmcmv_dados_prioritarios_af_caixa_entregas,agente_financeiro,text,text,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202409_snh_pmcmv_dados_prioritarios_af_caixa_entregas,apf,bigint,text,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202409_snh_pmcmv_dados_prioritarios_af_caixa_entregas,data_de_movimento,text,timestamp without time zone,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202409_snh_pmcmv_dados_prioritarios_af_caixa_entregas,dt_entrega,text,timestamp without time zone,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202409_snh_pmcmv_dados_prioritarios_af_caixa_entregas,qt_uh_entregues,bigint,bigint,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202410_snh_pmcmv_dados_prioritarios_af_caixa_entregas,agente_financeiro,text,text,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202410_snh_pmcmv_dados_prioritarios_af_caixa_entregas,apf,bigint,text,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202410_snh_pmcmv_dados_prioritarios_af_caixa_entregas,data_de_movimento,text,timestamp without time zone,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202410_snh_pmcmv_dados_prioritarios_af_caixa_entregas,dt_entrega,text,timestamp without time zone,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202410_snh_pmcmv_dados_prioritarios_af_caixa_entregas,qt_uh_entregues,bigint,bigint,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202411_snh_pmcmv_dados_prioritarios_af_caixa_entregas,agente_financeiro,text,text,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202411_snh_pmcmv_dados_prioritarios_af_caixa_entregas,apf,bigint,text,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202411_snh_pmcmv_dados_prioritarios_af_caixa_entregas,data_de_movimento,text,timestamp without time zone,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202411_snh_pmcmv_dados_prioritarios_af_caixa_entregas,dt_entrega,text,timestamp without time zone,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202411_snh_pmcmv_dados_prioritarios_af_caixa_entregas,qt_uh_entregues,bigint,bigint,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202412_snh_pmcmv_dados_prioritarios_af_caixa_entregas,agente_financeiro,text,text,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202412_snh_pmcmv_dados_prioritarios_af_caixa_entregas,apf,bigint,text,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202412_snh_pmcmv_dados_prioritarios_af_caixa_entregas,data_de_movimento,text,timestamp without time zone,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202412_snh_pmcmv_dados_prioritarios_af_caixa_entregas,dt_entrega,text,timestamp without time zone,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202412_snh_pmcmv_dados_prioritarios_af_caixa_entregas,qt_uh_entregues,bigint,bigint,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202501_snh_pmcmv_dados_prioritarios_af_caixa_entregas,agente_financeiro,text,text,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202501_snh_pmcmv_dados_prioritarios_af_caixa_entregas,apf,bigint,text,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202501_snh_pmcmv_dados_prioritarios_af_caixa_entregas,data_de_movimento,text,timestamp without time zone,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202501_snh_pmcmv_dados_prioritarios_af_caixa_entregas,dt_entrega,text,timestamp without time zone,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202501_snh_pmcmv_dados_prioritarios_af_caixa_entregas,qt_uh_entregues,bigint,bigint,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202502_snh_pmcmv_dados_prioritarios_af_caixa_entregas,agente_financeiro,text,text,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202502_snh_pmcmv_dados_prioritarios_af_caixa_entregas,apf,bigint,text,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202502_snh_pmcmv_dados_prioritarios_af_caixa_entregas,data_de_movimento,text,timestamp without time zone,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202502_snh_pmcmv_dados_prioritarios_af_caixa_entregas,dt_entrega,text,timestamp without time zone,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202502_snh_pmcmv_dados_prioritarios_af_caixa_entregas,qt_uh_entregues,bigint,bigint,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202504_snh_pmcmv_dados_prioritarios_af_caixa_entregas,agente_financeiro,text,text,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202504_snh_pmcmv_dados_prioritarios_af_caixa_entregas,apf,bigint,text,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202504_snh_pmcmv_dados_prioritarios_af_caixa_entregas,data_de_movimento,text,timestamp without time zone,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202504_snh_pmcmv_dados_prioritarios_af_caixa_entregas,dt_entrega,text,timestamp without time zone,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202504_snh_pmcmv_dados_prioritarios_af_caixa_entregas,qt_uh_entregues,bigint,bigint,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202505_snh_pmcmv_dados_prioritarios_af_caixa_entregas,agente_financeiro,text,text,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202505_snh_pmcmv_dados_prioritarios_af_caixa_entregas,apf,bigint,text,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202505_snh_pmcmv_dados_prioritarios_af_caixa_entregas,data_de_movimento,text,timestamp without time zone,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202505_snh_pmcmv_dados_prioritarios_af_caixa_entregas,dt_entrega,text,timestamp without time zone,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202505_snh_pmcmv_dados_prioritarios_af_caixa_entregas,qt_uh_entregues,bigint,bigint,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202506_snh_pmcmv_dados_prioritarios_af_caixa_entregas,agente_financeiro,text,text,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202506_snh_pmcmv_dados_prioritarios_af_caixa_entregas,apf,bigint,text,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202506_snh_pmcmv_dados_prioritarios_af_caixa_entregas,data_de_movimento,text,timestamp without time zone,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202506_snh_pmcmv_dados_prioritarios_af_caixa_entregas,dt_entrega,text,timestamp without time zone,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202506_snh_pmcmv_dados_prioritarios_af_caixa_entregas,qt_uh_entregues,bigint,bigint,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202507_snh_pmcmv_dados_prioritarios_af_caixa_entregas,agente_financeiro,text,text,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202507_snh_pmcmv_dados_prioritarios_af_caixa_entregas,apf,bigint,text,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202507_snh_pmcmv_dados_prioritarios_af_caixa_entregas,data_de_movimento,text,timestamp without time zone,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202507_snh_pmcmv_dados_prioritarios_af_caixa_entregas,dt_entrega,text,timestamp without time zone,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202507_snh_pmcmv_dados_prioritarios_af_caixa_entregas,qt_uh_entregues,bigint,bigint,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202508_snh_pmcmv_dados_prioritarios_af_caixa_entregas,agente_financeiro,text,text,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202508_snh_pmcmv_dados_prioritarios_af_caixa_entregas,apf,bigint,text,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202508_snh_pmcmv_dados_prioritarios_af_caixa_entregas,data_de_movimento,text,timestamp without time zone,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202508_snh_pmcmv_dados_prioritarios_af_caixa_entregas,dt_entrega,text,timestamp without time zone,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202508_snh_pmcmv_dados_prioritarios_af_caixa_entregas,qt_uh_entregues,bigint,bigint,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202509_snh_pmcmv_dados_prioritarios_af_caixa_entregas,agente_financeiro,text,text,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202509_snh_pmcmv_dados_prioritarios_af_caixa_entregas,apf,bigint,text,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202509_snh_pmcmv_dados_prioritarios_af_caixa_entregas,data_de_movimento,text,timestamp without time zone,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202509_snh_pmcmv_dados_prioritarios_af_caixa_entregas,dt_entrega,text,timestamp without time zone,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202509_snh_pmcmv_dados_prioritarios_af_caixa_entregas,qt_uh_entregues,bigint,bigint,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202510_snh_pmcmv_dados_prioritarios_af_caixa_entregas,agente_financeiro,text,text,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202510_snh_pmcmv_dados_prioritarios_af_caixa_entregas,apf,bigint,text,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202510_snh_pmcmv_dados_prioritarios_af_caixa_entregas,data_de_movimento,text,timestamp without time zone,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202510_snh_pmcmv_dados_prioritarios_af_caixa_entregas,dt_entrega,text,timestamp without time zone,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202510_snh_pmcmv_dados_prioritarios_af_caixa_entregas,qt_uh_entregues,bigint,bigint,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202511_snh_pmcmv_dados_prioritarios_af_caixa_entregas,agente_financeiro,text,text,exato
gefus_202603_snh_pmcmv_dados_prioritarios_af_caixa_entrega,o_recente_202511_snh_pmcmv_dados_prioritarios_af_caixa_entregas,apf,bigint,text,exato
