sharepoint_nome,sharepoint_origem,sharepoint_caminho,sharepoint_extensao,sharepoint_categoria,sharepoint_frente_primaria,sharepoint_fonte_inferida,sharepoint_periodo_inferido,minio_match_type,minio_match_count,minio_match_examples
MONIT_MOV_FINANC_FAR_LAYOUT_20260406_103004.CSV_Error.txt,OneDrive_2026-08-19 (3).zip,__Novo MCMV - FAR/MONIT_MOV_FINANC_FAR_LAYOUT_20260406_103004.CSV_Error.txt,.txt,dado_tabular_ou_serializado,far,nao_identificada,2026-04,pista_semantica_mesma_frente_periodo_fonte,5,raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260403.csv | raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260410.csv | raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260417.csv | raw/sftp/fabrica/GEFUS/INT021_MinisterioCidades_FAR_BB_PF_20260430_CONTINGENCIA.TXT | raw/sftp/fabrica/GEFUS/INT039_MinisterioCidades_FAR_CAIXA_PF_20260430_CONTINGENCIA.TXT
MONIT_MOV_FINANC_FAR_LAYOUT_20260413_103004.CSV_Error.txt,OneDrive_2026-08-19 (3).zip,__Novo MCMV - FAR/MONIT_MOV_FINANC_FAR_LAYOUT_20260413_103004.CSV_Error.txt,.txt,dado_tabular_ou_serializado,far,nao_identificada,2026-04,pista_semantica_mesma_frente_periodo_fonte,5,raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260403.csv | raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260410.csv | raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260417.csv | raw/sftp/fabrica/GEFUS/INT021_MinisterioCidades_FAR_BB_PF_20260430_CONTINGENCIA.TXT | raw/sftp/fabrica/GEFUS/INT039_MinisterioCidades_FAR_CAIXA_PF_20260430_CONTINGENCIA.TXT
MONIT_MOV_FINANC_FAR_LAYOUT_20260420_103008.CSV_Error.txt,OneDrive_2026-08-19 (3).zip,__Novo MCMV - FAR/MONIT_MOV_FINANC_FAR_LAYOUT_20260420_103008.CSV_Error.txt,.txt,dado_tabular_ou_serializado,far,nao_identificada,2026-04,pista_semantica_mesma_frente_periodo_fonte,5,raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260403.csv | raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260410.csv | raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260417.csv | raw/sftp/fabrica/GEFUS/INT021_MinisterioCidades_FAR_BB_PF_20260430_CONTINGENCIA.TXT | raw/sftp/fabrica/GEFUS/INT039_MinisterioCidades_FAR_CAIXA_PF_20260430_CONTINGENCIA.TXT
MONIT_MOV_FINANC_FAR_LAYOUT_20260427_103016.CSV_Error.txt,OneDrive_2026-08-19 (3).zip,__Novo MCMV - FAR/MONIT_MOV_FINANC_FAR_LAYOUT_20260427_103016.CSV_Error.txt,.txt,dado_tabular_ou_serializado,far,nao_identificada,2026-04,pista_semantica_mesma_frente_periodo_fonte,5,raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260403.csv | raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260410.csv | raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260417.csv | raw/sftp/fabrica/GEFUS/INT021_MinisterioCidades_FAR_BB_PF_20260430_CONTINGENCIA.TXT | raw/sftp/fabrica/GEFUS/INT039_MinisterioCidades_FAR_CAIXA_PF_20260430_CONTINGENCIA.TXT
MONIT_MOV_FINANC_FAR_LAYOUT_20260504_103014.CSV_Error.txt,OneDrive_2026-08-19 (3).zip,__Novo MCMV - FAR/MONIT_MOV_FINANC_FAR_LAYOUT_20260504_103014.CSV_Error.txt,.txt,dado_tabular_ou_serializado,far,nao_identificada,2026-05,pista_semantica_mesma_frente_periodo_fonte,5,raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260505.csv | raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260508.csv | raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260515.csv | raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260522.csv | raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260529.csv
MONIT_MOV_FINANC_FAR_LAYOUT_20260511_103003.CSV_Error.txt,OneDrive_2026-08-19 (3).zip,__Novo MCMV - FAR/MONIT_MOV_FINANC_FAR_LAYOUT_20260511_103003.CSV_Error.txt,.txt,dado_tabular_ou_serializado,far,nao_identificada,2026-05,pista_semantica_mesma_frente_periodo_fonte,5,raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260505.csv | raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260508.csv | raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260515.csv | raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260522.csv | raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260529.csv
MONIT_MOV_FINANC_FAR_LAYOUT_20260518_103002.CSV_Error.txt,OneDrive_2026-08-19 (3).zip,__Novo MCMV - FAR/MONIT_MOV_FINANC_FAR_LAYOUT_20260518_103002.CSV_Error.txt,.txt,dado_tabular_ou_serializado,far,nao_identificada,2026-05,pista_semantica_mesma_frente_periodo_fonte,5,raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260505.csv | raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260508.csv | raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260515.csv | raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260522.csv | raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260529.csv
MONIT_MOV_FINANC_FAR_LAYOUT_20260525_103004.CSV_Error.txt,OneDrive_2026-08-19 (3).zip,__Novo MCMV - FAR/MONIT_MOV_FINANC_FAR_LAYOUT_20260525_103004.CSV_Error.txt,.txt,dado_tabular_ou_serializado,far,nao_identificada,2026-05,pista_semantica_mesma_frente_periodo_fonte,5,raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260505.csv | raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260508.csv | raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260515.csv | raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260522.csv | raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260529.csv
MONIT_MOV_FINANC_FAR_LAYOUT_20260601_103005.CSV_Error.txt,OneDrive_2026-08-19 (3).zip,__Novo MCMV - FAR/MONIT_MOV_FINANC_FAR_LAYOUT_20260601_103005.CSV_Error.txt,.txt,dado_tabular_ou_serializado,far,nao_identificada,2026-06,pista_semantica_mesma_frente_periodo_fonte,5,raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260605.csv | raw/sftp/fabrica/GEFUS/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260612.csv | raw/sftp/fabrica/GEFUS/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260619.csv | raw/sftp/fabrica/GEFUS/MONT_CONT_PF_FAR_20260616.csv | raw/sftp/fabrica/GEFUS/MONT_CONT_PF_FAR_LAYOUT_20260616.xlsx
MONIT_MOV_FINANC_FAR_LAYOUT_20260608_103005.CSV_Error.txt,OneDrive_2026-08-19 (3).zip,__Novo MCMV - FAR/MONIT_MOV_FINANC_FAR_LAYOUT_20260608_103005.CSV_Error.txt,.txt,dado_tabular_ou_serializado,far,nao_identificada,2026-06,pista_semantica_mesma_frente_periodo_fonte,5,raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260605.csv | raw/sftp/fabrica/GEFUS/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260612.csv | raw/sftp/fabrica/GEFUS/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260619.csv | raw/sftp/fabrica/GEFUS/MONT_CONT_PF_FAR_20260616.csv | raw/sftp/fabrica/GEFUS/MONT_CONT_PF_FAR_LAYOUT_20260616.xlsx
MONIT_MOV_FINANC_FAR_LAYOUT_20260615_103005.CSV_Error.txt,OneDrive_2026-08-19 (3).zip,__Novo MCMV - FAR/MONIT_MOV_FINANC_FAR_LAYOUT_20260615_103005.CSV_Error.txt,.txt,dado_tabular_ou_serializado,far,nao_identificada,2026-06,pista_semantica_mesma_frente_periodo_fonte,5,raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260605.csv | raw/sftp/fabrica/GEFUS/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260612.csv | raw/sftp/fabrica/GEFUS/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260619.csv | raw/sftp/fabrica/GEFUS/MONT_CONT_PF_FAR_20260616.csv | raw/sftp/fabrica/GEFUS/MONT_CONT_PF_FAR_LAYOUT_20260616.xlsx
MONIT_MOV_FINANC_FAR_LAYOUT_20260622_103006.CSV_Error.txt,OneDrive_2026-08-19 (3).zip,__Novo MCMV - FAR/MONIT_MOV_FINANC_FAR_LAYOUT_20260622_103006.CSV_Error.txt,.txt,dado_tabular_ou_serializado,far,nao_identificada,2026-06,pista_semantica_mesma_frente_periodo_fonte,5,raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260605.csv | raw/sftp/fabrica/GEFUS/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260612.csv | raw/sftp/fabrica/GEFUS/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260619.csv | raw/sftp/fabrica/GEFUS/MONT_CONT_PF_FAR_20260616.csv | raw/sftp/fabrica/GEFUS/MONT_CONT_PF_FAR_LAYOUT_20260616.xlsx
MONIT_MOV_FINANC_FAR_LAYOUT_20260629_103002.CSV_Error.txt,OneDrive_2026-08-19 (3).zip,__Novo MCMV - FAR/MONIT_MOV_FINANC_FAR_LAYOUT_20260629_103002.CSV_Error.txt,.txt,dado_tabular_ou_serializado,far,nao_identificada,2026-06,pista_semantica_mesma_frente_periodo_fonte,5,raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260605.csv | raw/sftp/fabrica/GEFUS/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260612.csv | raw/sftp/fabrica/GEFUS/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260619.csv | raw/sftp/fabrica/GEFUS/MONT_CONT_PF_FAR_20260616.csv | raw/sftp/fabrica/GEFUS/MONT_CONT_PF_FAR_LAYOUT_20260616.xlsx
MONIT_MOV_FINANC_FAR_LAYOUT_20260701_103004.CSV_Error.txt,OneDrive_2026-08-19 (3).zip,__Novo MCMV - FAR/MONIT_MOV_FINANC_FAR_LAYOUT_20260701_103004.CSV_Error.txt,.txt,dado_tabular_ou_serializado,far,nao_identificada,2026-07,pista_semantica_mesma_frente_periodo_fonte,7,raw/sftp/fabrica/GEFUS/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260703.csv | raw/sftp/fabrica/GEFUS/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260710.csv | raw/sftp/fabrica/GEFUS/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260717.csv | raw/sftp/fabrica/GEFUS/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260724.csv | raw/sftp/fabrica/GEFUS/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260731.csv
MONIT_MOV_FINANC_FAR_LAYOUT_20260706_103005.CSV_Error.txt,OneDrive_2026-08-19 (3).zip,__Novo MCMV - FAR/MONIT_MOV_FINANC_FAR_LAYOUT_20260706_103005.CSV_Error.txt,.txt,dado_tabular_ou_serializado,far,nao_identificada,2026-07,pista_semantica_mesma_frente_periodo_fonte,7,raw/sftp/fabrica/GEFUS/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260703.csv | raw/sftp/fabrica/GEFUS/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260710.csv | raw/sftp/fabrica/GEFUS/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260717.csv | raw/sftp/fabrica/GEFUS/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260724.csv | raw/sftp/fabrica/GEFUS/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260731.csv
MONIT_MOV_FINANC_FAR_LAYOUT_20260713_103004.CSV_Error.txt,OneDrive_2026-08-19 (3).zip,__Novo MCMV - FAR/MONIT_MOV_FINANC_FAR_LAYOUT_20260713_103004.CSV_Error.txt,.txt,dado_tabular_ou_serializado,far,nao_identificada,2026-07,pista_semantica_mesma_frente_periodo_fonte,7,raw/sftp/fabrica/GEFUS/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260703.csv | raw/sftp/fabrica/GEFUS/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260710.csv | raw/sftp/fabrica/GEFUS/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260717.csv | raw/sftp/fabrica/GEFUS/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260724.csv | raw/sftp/fabrica/GEFUS/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260731.csv
MONIT_MOV_FINANC_FAR_LAYOUT_20260720_103003.CSV_Error.txt,OneDrive_2026-08-19 (3).zip,__Novo MCMV - FAR/MONIT_MOV_FINANC_FAR_LAYOUT_20260720_103003.CSV_Error.txt,.txt,dado_tabular_ou_serializado,far,nao_identificada,2026-07,pista_semantica_mesma_frente_periodo_fonte,7,raw/sftp/fabrica/GEFUS/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260703.csv | raw/sftp/fabrica/GEFUS/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260710.csv | raw/sftp/fabrica/GEFUS/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260717.csv | raw/sftp/fabrica/GEFUS/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260724.csv | raw/sftp/fabrica/GEFUS/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260731.csv
MONIT_MOV_FINANC_FAR_LAYOUT_20260727_103006.CSV_Error.txt,OneDrive_2026-08-19 (3).zip,__Novo MCMV - FAR/MONIT_MOV_FINANC_FAR_LAYOUT_20260727_103006.CSV_Error.txt,.txt,dado_tabular_ou_serializado,far,nao_identificada,2026-07,pista_semantica_mesma_frente_periodo_fonte,7,raw/sftp/fabrica/GEFUS/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260703.csv | raw/sftp/fabrica/GEFUS/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260710.csv | raw/sftp/fabrica/GEFUS/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260717.csv | raw/sftp/fabrica/GEFUS/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260724.csv | raw/sftp/fabrica/GEFUS/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260731.csv
MONIT_MOV_FINANC_FAR_LAYOUT_20260803_103005.CSV_Error.txt,OneDrive_2026-08-19 (3).zip,__Novo MCMV - FAR/MONIT_MOV_FINANC_FAR_LAYOUT_20260803_103005.CSV_Error.txt,.txt,dado_tabular_ou_serializado,far,nao_identificada,2026-08,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_FAR_LAYOUT_20260810_103003.CSV_Error.txt,OneDrive_2026-08-19 (3).zip,__Novo MCMV - FAR/MONIT_MOV_FINANC_FAR_LAYOUT_20260810_103003.CSV_Error.txt,.txt,dado_tabular_ou_serializado,far,nao_identificada,2026-08,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_FAR_LAYOUT_20260817_103004.CSV_Error.txt,OneDrive_2026-08-19 (3).zip,__Novo MCMV - FAR/MONIT_MOV_FINANC_FAR_LAYOUT_20260817_103004.CSV_Error.txt,.txt,dado_tabular_ou_serializado,far,nao_identificada,2026-08,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_FAR_MENSAL_202602_103003.CSV_Error.txt,OneDrive_2026-08-19 (3).zip,__Novo MCMV - FAR/MONIT_MOV_FINANC_FAR_MENSAL_202602_103003.CSV_Error.txt,.txt,dado_tabular_ou_serializado,far,nao_identificada,2026-02,pista_semantica_mesma_frente_periodo_fonte,4,raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260206.csv | raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260213.csv | raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260220.csv | raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260227.csv
MONIT_MOV_FINANC_FAR_MENSAL_202603_103003.CSV_Error.txt,OneDrive_2026-08-19 (3).zip,__Novo MCMV - FAR/MONIT_MOV_FINANC_FAR_MENSAL_202603_103003.CSV_Error.txt,.txt,dado_tabular_ou_serializado,far,nao_identificada,2026-03,pista_semantica_mesma_frente_periodo_fonte,4,raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260306.csv | raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260313.csv | raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260320.csv | raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260327.csv
MONIT_MOV_FINANC_FAR_MENSAL_202604_103014.CSV_Error.txt,OneDrive_2026-08-19 (3).zip,__Novo MCMV - FAR/MONIT_MOV_FINANC_FAR_MENSAL_202604_103014.CSV_Error.txt,.txt,dado_tabular_ou_serializado,far,nao_identificada,2026-04,pista_semantica_mesma_frente_periodo_fonte,5,raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260403.csv | raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260410.csv | raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260417.csv | raw/sftp/fabrica/GEFUS/INT021_MinisterioCidades_FAR_BB_PF_20260430_CONTINGENCIA.TXT | raw/sftp/fabrica/GEFUS/INT039_MinisterioCidades_FAR_CAIXA_PF_20260430_CONTINGENCIA.TXT
MONIT_MOV_FINANC_FAR_MENSAL_202605_103005.CSV_Error.txt,OneDrive_2026-08-19 (3).zip,__Novo MCMV - FAR/MONIT_MOV_FINANC_FAR_MENSAL_202605_103005.CSV_Error.txt,.txt,dado_tabular_ou_serializado,far,nao_identificada,2026-05,pista_semantica_mesma_frente_periodo_fonte,5,raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260505.csv | raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260508.csv | raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260515.csv | raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260522.csv | raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260529.csv
MONIT_MOV_FINANC_FAR_MENSAL_202606_103004.CSV_Error.txt,OneDrive_2026-08-19 (3).zip,__Novo MCMV - FAR/MONIT_MOV_FINANC_FAR_MENSAL_202606_103004.CSV_Error.txt,.txt,dado_tabular_ou_serializado,far,nao_identificada,2026-06,pista_semantica_mesma_frente_periodo_fonte,5,raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260605.csv | raw/sftp/fabrica/GEFUS/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260612.csv | raw/sftp/fabrica/GEFUS/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260619.csv | raw/sftp/fabrica/GEFUS/MONT_CONT_PF_FAR_20260616.csv | raw/sftp/fabrica/GEFUS/MONT_CONT_PF_FAR_LAYOUT_20260616.xlsx
MONIT_MOV_FINANC_FAR_MENSAL_202607_103005.CSV_Error.txt,OneDrive_2026-08-19 (3).zip,__Novo MCMV - FAR/MONIT_MOV_FINANC_FAR_MENSAL_202607_103005.CSV_Error.txt,.txt,dado_tabular_ou_serializado,far,nao_identificada,2026-07,pista_semantica_mesma_frente_periodo_fonte,7,raw/sftp/fabrica/GEFUS/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260703.csv | raw/sftp/fabrica/GEFUS/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260710.csv | raw/sftp/fabrica/GEFUS/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260717.csv | raw/sftp/fabrica/GEFUS/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260724.csv | raw/sftp/fabrica/GEFUS/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260731.csv
MONIT_MOV_FINANC_FAR_SEMANAL_20260209_103003.CSV_Error.txt,OneDrive_2026-08-19 (3).zip,__Novo MCMV - FAR/MONIT_MOV_FINANC_FAR_SEMANAL_20260209_103003.CSV_Error.txt,.txt,dado_tabular_ou_serializado,far,nao_identificada,2026-02,pista_semantica_mesma_frente_periodo_fonte,4,raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260206.csv | raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260213.csv | raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260220.csv | raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260227.csv
MONIT_MOV_FINANC_FAR_SEMANAL_20260216_103004.CSV_Error.txt,OneDrive_2026-08-19 (3).zip,__Novo MCMV - FAR/MONIT_MOV_FINANC_FAR_SEMANAL_20260216_103004.CSV_Error.txt,.txt,dado_tabular_ou_serializado,far,nao_identificada,2026-02,pista_semantica_mesma_frente_periodo_fonte,4,raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260206.csv | raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260213.csv | raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260220.csv | raw/sftp/fabrica/GEFUS/ANTERIORES/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260227.csv
